ISBN,Unformatted ISBN,Book Title,ISSN,Volume,Supplement,Series Title,Year,Available Online,Shortcut URL,Publication Type,Imprint
978-2-294-78849-9,9782294788499,Imagerie des urgences abdominales,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294788499,Book,Elsevier Masson
978-2-294-78836-9,9782294788369,Imagerie de la prostate et des organes génitaux de l’homme,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294788369,Book,Elsevier Masson
978-2-294-78859-8,9782294788598,Les troubles hydroélectrolytiques (Deuxième Édition),,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294788598,Book,Elsevier Masson
978-2-294-78866-6,9782294788666,Positions et incidences en radiologie conventionnelle (Troisième Édition),,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294788666,Book,Elsevier Masson
978-2-294-78906-9,9782294789069,Médecine de montagne (Sixième Édition),,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294789069,Book,Elsevier Masson
978-2-294-78938-0,9782294789380,Anglais médical (Sixième Édition),,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294789380,Book,Elsevier Masson
978-2-294-78188-9,9782294781889,Parodontologie clinique,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294781889,Book,Elsevier Masson
978-3-437-21891-0,9783437218910,Atlas der Nervensonografie und Elektroneurografie First Edition,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437218910,Book,Content Repository Only!
978-3-437-21209-3,9783437212093,Rheumatologie kompakt,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437212093,Book,Urban &#x26; Fischer
978-3-437-21155-3,9783437211553,Praxishandbuch Gerontopsychiatrie und -psychotherapie (Dritte Ausgabe),,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437211553,Book,Urban &#x26; Fischer
978-3-437-24041-6,9783437240416,Bewegung - Gesundheit - Medizin,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2021,2026/8/6,https://www.sciencedirect.com/science/book/9783437240416,Book,Urban &#x26; Fischer
978-3-437-24035-5,9783437240355,Burn-out – Stress – Depression,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437240355,Book,Urban &#x26; Fischer
978-2-294-76243-7,9782294762437,Le Syndrome du Pied Diabetique,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294762437,Book,Content Repository Only!
978-2-294-78314-2,9782294783142,Guide clinique d'odontologie (Quatrième Édition),,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294783142,Book,Elsevier Masson
978-2-294-78792-8,9782294787928,Dermatologie génitale  (Deuxième Édition),,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294787928,Book,Elsevier Masson
978-2-294-78739-3,9782294787393,La Traumatologie en fiches,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294787393,Book,Elsevier Masson
978-2-294-78737-9,9782294787379,Ventilation artificielle,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294787379,Book,Elsevier Masson
978-3-437-23884-0,9783437238840,Therapie-Handbuch - Rheumatologie und Immunologie,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437238840,Book,Content Repository Only!
978-2-294-78711-9,9782294787119,Sommeil et santé mentale,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294787119,Book,Elsevier Masson
978-3-437-21125-6,9783437211256,Neurologische Untersuchung Fourth Edition,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437211256,Book,Content Repository Only!
978-3-437-23402-6,9783437234026,Traumatologisch-orthopadische Untersuchung Second Edition,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437234026,Book,Content Repository Only!
978-2-294-78627-3,9782294786273,TCC chez l'enfant et l'adolescent (Troisième Édition),,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294786273,Book,Elsevier Masson
978-2-294-76930-6,9782294769306,Microbiote Intestinal et Santé Humaine,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294769306,Book,Content Repository Only!
978-3-437-23585-6,9783437235856,Psychopharmaka absetzen?,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437235856,Book,Content Repository Only!
978-3-437-24541-1,9783437245411,Funktionelle Stoßwellentherapie,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437245411,Book,Urban &#x26; Fischer
978-3-437-22821-6,9783437228216,Fälle Geriatrie,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437228216,Book,Urban &#x26; Fischer
978-3-437-23602-0,9783437236020,Therapeutische Schienen für die Hand,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437236020,Book,Urban &#x26; Fischer
978-3-437-21581-0,9783437215810,Praxishandbuch Traumatherapie,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437215810,Book,Urban &#x26; Fischer
978-3-437-22767-7,9783437227677,Psychoedukation und Coaching ADHS im Erwachsenenalter (Zweite Ausgabe),,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437227677,Book,Urban &#x26; Fischer
978-2-294-78624-2,9782294786242,Tout-en-un de gériatrie,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294786242,Book,Elsevier Masson
978-3-437-22621-2,9783437226212,Kompetenzorientiertes Manual zur Behandlung von Störungen der sozialen Interaktion,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437226212,Book,Urban &#x26; Fischer
978-3-437-21073-0,9783437210730,Diagnostik und Therapie neurologischer Erkrankungen Sixth Edition,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437210730,Book,Urban &#x26; Fischer
978-3-437-15420-1,9783437154201,Praxishandbuch Psychiatrische Krisenintervention First Edition,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437154201,Book,Content Repository Only!
978-3-437-23706-5,9783437237065,Kunsttherapie für die Praxis (Zweite Ausgabe),,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437237065,Book,Urban &#x26; Fischer
978-3-437-21662-6,9783437216626,Pädiatrie,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437216626,Book,Content Repository Only!
978-3-437-23685-3,9783437236853,Praxishandbuch Multimorbidität,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437236853,Book,Urban &#x26; Fischer
978-2-294-77619-9,9782294776199,Handicap et Réadaptation de l'enfant,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294776199,Book,Elsevier Masson
978-3-437-24915-0,9783437249150,Therapie Psychischer Erkrankungen (Achtzehnte Ausgabe),,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437249150,Book,Content Repository Only!
978-3-437-21037-2,9783437210372,Therapie psychischer Erkrankungen Nineteenth Edition,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437210372,Book,Content Repository Only!
978-2-294-77617-5,9782294776175,Chirurgie Endoscopique Endonasale,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294776175,Book,Content Repository Only!
978-3-437-24944-0,9783437249440,Reproduktionsmedizin,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437249440,Book,Urban &#x26; Fischer
978-2-294-78671-6,9782294786716,Produits de contraste en imagerie médicale,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294786716,Book,Elsevier Masson
978-2-294-77608-3,9782294776083,Dermatologie et infections sexuellement transmissibles (Septième Édition),,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294776083,Book,Elsevier Masson
978-3-437-25149-8,9783437251498,Zahnmedizinische Prophylaxe (Sechste Ausgabe),,,,PFLEGE - Fachbuch - Urban & Fischer Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437251498,Book,Urban &#x26; Fischer
978-2-294-78647-1,9782294786471,Gynécologie de l'enfant et de l'adolescente,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294786471,Book,Elsevier Masson
978-3-437-22541-3,9783437225413,Praxishandbuch Zwangsstörung,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437225413,Book,Urban &#x26; Fischer
978-3-437-22866-7,9783437228667,Kommentar Psychotherapie-Richtlinien,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437228667,Book,Content Repository Only!
978-3-437-21254-3,9783437212543,Plastisch-rekonstruktive Hauttumor-Chirurgie (Zweite Ausgabe),,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437212543,Book,Urban &#x26; Fischer
978-3-437-15026-5,9783437150265,Entwicklungsorientierte Sprachdiagnostik bei mehrsprachig aufwachsenden Kindern,,,,LOGOPÄDIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437150265,Book,Urban &#x26; Fischer
978-3-437-23801-7,9783437238017,Kinderzahnheilkunde (Vierte Ausgabe),,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437238017,Book,Urban &#x26; Fischer
978-3-437-23520-7,9783437235207,Das Stigma psychischer Erkrankung,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437235207,Book,Urban &#x26; Fischer
978-3-437-21372-4,9783437213724,Praxishandbuch Angststörungen,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437213724,Book,Urban &#x26; Fischer
978-3-437-23792-8,9783437237928,Kunsttherapie bei psychischen Störungen (Dritte Ausgabe),,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437237928,Book,Urban &#x26; Fischer
978-3-437-22922-0,9783437229220,Fälle Komplikationen in der Kinderanästhesie,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437229220,Book,Urban &#x26; Fischer
978-2-294-77823-0,9782294778230,Techniques et principes de élémentaires de chirurgie: un ABCdaire,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294778230,Book,Content Repository Only!
978-3-437-21312-0,9783437213120,Kinder- und Jugendpsychosomatik in Klinik und Praxis,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437213120,Book,Urban &#x26; Fischer
978-3-437-21293-2,9783437212932,Psychedelika in Psychiatrie und Psychotherapie,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437212932,Book,Urban &#x26; Fischer
978-3-437-21272-7,9783437212727,Medikamente in der Pädiatrie (Siebte Ausgabe),,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437212727,Book,Urban &#x26; Fischer
978-3-437-23006-6,9783437230066,Ernährungsmedizin und Diätetik (Dreizehnte Ausgabe),,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437230066,Book,Content Repository Only!
978-3-437-15270-2,9783437152702,Psychologische Kurzinterventionen,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437152702,Book,Urban &#x26; Fischer
978-3-437-21721-0,9783437217210,Gynäkologie und Geburtshilfe hoch2,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437217210,Book,Content Repository Only!
978-3-437-21314-4,9783437213144,Übungen für die Fachsprachprüfung Medizin,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437213144,Book,Urban &#x26; Fischer
978-2-294-77793-6,9782294777936,Chirurgie du Foie et de L'hypertension Portale (Deuxième Édition),,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9782294777936,Book,Content Repository Only!
978-3-437-21702-9,9783437217029,Psychische Erkrankungen – und die Auswirkungen einer Pandemie,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437217029,Book,Urban &#x26; Fischer
978-3-437-15385-3,9783437153853,FAQ Augenheilkunde,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437153853,Book,Urban &#x26; Fischer
978-3-437-23560-3,9783437235603,Der Herzpatient,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437235603,Book,Content Repository Only!
978-3-437-15391-4,9783437153914,FAQ Kinder- und Jugendgynäkologie,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437153914,Book,Content Repository Only!
978-3-437-21681-7,9783437216817,Repetitorium Für die Facharztprüfung Kinder- und Jugendmedizin,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437216817,Book,Content Repository Only!
978-3-437-45287-1,9783437452871,Atem-Physiotherapie,,,,PHYSIOTHERAPIE-KG-MASSAGE - Fachbuch - Urban&Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437452871,Book,Urban &#x26; Fischer
978-3-437-45049-5,9783437450495,Differenzialdiagnostik in der Manuellen Medizin für die Extremitäten,,,,PHYSIOTHERAPIE-KG-MASSAGE - Fachbuch - Urban&Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437450495,Book,Urban &#x26; Fischer
978-3-437-45065-5,9783437450655,Physiotherapie evidenzbasiert,,,,PHYSIOTHERAPIE-KG-MASSAGE - Fachbuch - Urban&Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437450655,Book,Urban &#x26; Fischer
978-3-437-45094-5,9783437450945,Narbentherapie Second Edition,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437450945,Book,Content Repository Only!
978-3-437-45102-7,9783437451027,Physiotherapie in der Palliative Care Second Edition,,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437451027,Book,Content Repository Only!
978-3-437-45267-3,9783437452673,Patienten erreichen - Gesprächsführung für Ärzte und Pflegekräfte,,,,MONOGRAPHIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437452673,Book,Urban &#x26; Fischer
978-3-437-45437-0,9783437454370,Fallbuch Physiotherapie: Muskuloskelettales System (Zweite Ausgabe),,,,,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437454370,Book,Content Repository Only!
978-3-437-45502-5,9783437455025,"Sprachtherapie in Neurologie, Geriatrie und Akutrehabilitation (Zweite Ausgabe)",,,,LOGOPÄDIE - Fachbuch - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437455025,Book,Urban &#x26; Fischer
978-3-437-47565-8,9783437475658,Trainingstherapie in der Rehabilitation,,,,PHYSIOTHERAPIE-KG-MASSAGE - Fachbuch - Urban&Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437475658,Book,Urban &#x26; Fischer
978-3-437-47785-0,9783437477850,Leitfaden Sprache Sprechen Stimme Schlucken (Sechste Ausgabe),,,,KLINIKLEITFADEN LOGOPÄDIE - Urban & Fischer-Verlag,2026,2026/8/6,https://www.sciencedirect.com/science/book/9783437477850,Book,Urban &#x26; Fischer
978-0-443-51671-9,9780443516719,Machine Learning Made Visual with Python,,,,,2026,2026/7/31,https://www.sciencedirect.com/science/book/9780443516719,Book,Elsevier
978-0-443-44863-8,9780443448638,The Immunology of Horses and Donkeys,,,,,2026,2026/7/31,https://www.sciencedirect.com/science/book/9780443448638,Book,Academic Press
978-0-443-45558-2,9780443455582,Ceramic Membranes for Liquid Separation Processes,,,,Elsevier Series in Advanced Ceramic Materials,2026,2026/7/31,https://www.sciencedirect.com/science/book/9780443455582,Book,Elsevier
978-0-443-44249-0,9780443442490,Green Intrusion Detection Systems for IoT,,,,Intelligent Data-Centric Systems,2026,2026/7/31,https://www.sciencedirect.com/science/book/9780443442490,Book,Academic Press
